unit_id,building_id,unit_number,floor_plan,beds,baths,sqft,floor,gross_rent,net_effective_rent,lease_term,available_date,concession,default_people,max_people,share_plan_type,rent_step_difference,space_1_name,space_2_name,space_3_name,security_deposit_amount,broker_fee_amount,amenity_fee_amount,utilities_estimate_monthly,source_url,source_last_checked,verification_status,verification_notes
70_greene_apartments-2208,70_greene_apartments,2208,1B1B,1,1,,,4098,,12 months,6/16/2026,See official Equity pricing page,1,2,whole_unit,,Bedroom 1,,,,,,,https://www.equityapartments.com/new-york-city/jersey-city/70-greene-apartments#/unit/1/2208,2026-05-28,provided_csv_or_prior_official_scrape,Imported from the supplied CSV/current official scrape file and normalized into relational tables.
70_greene_apartments-2704,70_greene_apartments,2704,1B1B,1,1,,,3463,,12 months,6/11/2026,See official Equity pricing page,1,2,whole_unit,,Bedroom 1,,,,,,,https://www.equityapartments.com/new-york-city/jersey-city/70-greene-apartments#/unit/1/2704,2026-05-28,provided_csv_or_prior_official_scrape,Imported from the supplied CSV/current official scrape file and normalized into relational tables.
70_greene_apartments-2711,70_greene_apartments,2711,Studio 1B,0,1,,,3190,,12 months,7/28/2026,See official Equity pricing page,1,1,whole_unit,,Whole studio,,,,,,,https://www.equityapartments.com/new-york-city/jersey-city/70-greene-apartments#/unit/1/2711,2026-05-28,provided_csv_or_prior_official_scrape,Imported from the supplied CSV/current official scrape file and normalized into relational tables.
70_greene_apartments-3104,70_greene_apartments,3104,3B2B,3,2,,,6649,,12 months,6/13/2026,See official Equity pricing page,3,4,bedroom_split,,Bedroom 1,Bedroom 2,Bedroom 3,,,,,https://www.equityapartments.com/new-york-city/jersey-city/70-greene-apartments#/unit/1/3104,2026-05-28,provided_csv_or_prior_official_scrape,Imported from the supplied CSV/current official scrape file and normalized into relational tables.
70_greene_apartments-3502,70_greene_apartments,3502,Studio 1B,0,1,,,3321,,12 months,8/7/2026,See official Equity pricing page,1,1,whole_unit,,Whole studio,,,,,,,https://www.equityapartments.com/new-york-city/jersey-city/70-greene-apartments#/unit/1/3502,2026-05-28,provided_csv_or_prior_official_scrape,Imported from the supplied CSV/current official scrape file and normalized into relational tables.
70_greene_apartments-3711,70_greene_apartments,3711,Studio 1B,0,1,,,3146,,12 months,7/21/2026,See official Equity pricing page,1,1,whole_unit,,Whole studio,,,,,,,https://www.equityapartments.com/new-york-city/jersey-city/70-greene-apartments#/unit/1/3711,2026-05-28,provided_csv_or_prior_official_scrape,Imported from the supplied CSV/current official scrape file and normalized into relational tables.
70_greene_apartments-3810,70_greene_apartments,3810,Studio 1B,0,1,,,3337,,12 months,7/17/2026,See official Equity pricing page,1,1,whole_unit,,Whole studio,,,,,,,https://www.equityapartments.com/new-york-city/jersey-city/70-greene-apartments#/unit/1/3810,2026-05-28,provided_csv_or_prior_official_scrape,Imported from the supplied CSV/current official scrape file and normalized into relational tables.
70_greene_apartments-3907,70_greene_apartments,3907,1B1B,1,1,,,3707,,12 months,7/17/2026,See official Equity pricing page,1,2,whole_unit,,Bedroom 1,,,,,,,https://www.equityapartments.com/new-york-city/jersey-city/70-greene-apartments#/unit/1/3907,2026-05-28,provided_csv_or_prior_official_scrape,Imported from the supplied CSV/current official scrape file and normalized into relational tables.
70_greene_apartments-3908,70_greene_apartments,3908,1B1B,1,1,,,3738,,12 months,6/27/2026,See official Equity pricing page,1,2,whole_unit,,Bedroom 1,,,,,,,https://www.equityapartments.com/new-york-city/jersey-city/70-greene-apartments#/unit/1/3908,2026-05-28,provided_csv_or_prior_official_scrape,Imported from the supplied CSV/current official scrape file and normalized into relational tables.
70_greene_apartments-4005,70_greene_apartments,4005,1B1B,1,1,,,3685,,12 months,6/26/2026,See official Equity pricing page,1,2,whole_unit,,Bedroom 1,,,,,,,https://www.equityapartments.com/new-york-city/jersey-city/70-greene-apartments#/unit/1/4005,2026-05-28,provided_csv_or_prior_official_scrape,Imported from the supplied CSV/current official scrape file and normalized into relational tables.
70_greene_apartments-4109,70_greene_apartments,4109,1B1B,1,1,,,3897,,12 months,5/28/2026,See official Equity pricing page,1,2,whole_unit,,Bedroom 1,,,,,,,https://www.equityapartments.com/new-york-city/jersey-city/70-greene-apartments#/unit/1/4109,2026-05-28,provided_csv_or_prior_official_scrape,Imported from the supplied CSV/current official scrape file and normalized into relational tables.
70_greene_apartments-4208,70_greene_apartments,4208,1B1B,1,1,,,3644,,12 months,5/28/2026,See official Equity pricing page,1,2,whole_unit,,Bedroom 1,,,,,,,https://www.equityapartments.com/new-york-city/jersey-city/70-greene-apartments#/unit/1/4208,2026-05-28,provided_csv_or_prior_official_scrape,Imported from the supplied CSV/current official scrape file and normalized into relational tables.
70_greene_apartments-4302,70_greene_apartments,4302,Studio 1B,0,1,,,3363,,12 months,7/21/2026,See official Equity pricing page,1,1,whole_unit,,Whole studio,,,,,,,https://www.equityapartments.com/new-york-city/jersey-city/70-greene-apartments#/unit/1/4302,2026-05-28,provided_csv_or_prior_official_scrape,Imported from the supplied CSV/current official scrape file and normalized into relational tables.
70_greene_apartments-4804,70_greene_apartments,4804,2B2B,2,2,,,5329,,12 months,6/4/2026,See official Equity pricing page,2,3,bedroom_split,,Bedroom 1,Bedroom 2,,,,,,https://www.equityapartments.com/new-york-city/jersey-city/70-greene-apartments#/unit/1/4804,2026-05-28,provided_csv_or_prior_official_scrape,Imported from the supplied CSV/current official scrape file and normalized into relational tables.
71_broadway_apartments-002k,71_broadway_apartments,002K,1B1B,1,1,,,5445,,12 months,5/28/2026,See official Equity pricing page,1,2,whole_unit,,Bedroom 1,,,,,,,https://www.equityapartments.com/new-york-city/financial-district/71-broadway-apartments#/unit/001/002K,2026-05-28,provided_csv_or_prior_official_scrape,Imported from the supplied CSV/current official scrape file and normalized into relational tables.
71_broadway_apartments-008a,71_broadway_apartments,008A,2B2B,2,2,,,7244,,12 months,8/12/2026,See official Equity pricing page,2,3,bedroom_split,,Bedroom 1,Bedroom 2,,,,,,https://www.equityapartments.com/new-york-city/financial-district/71-broadway-apartments#/unit/001/008A,2026-05-28,provided_csv_or_prior_official_scrape,Imported from the supplied CSV/current official scrape file and normalized into relational tables.
71_broadway_apartments-011c,71_broadway_apartments,011C,1B1B,1,1,,,5185,,12 months,5/28/2026,See official Equity pricing page,1,2,whole_unit,,Bedroom 1,,,,,,,https://www.equityapartments.com/new-york-city/financial-district/71-broadway-apartments#/unit/001/011C,2026-05-28,provided_csv_or_prior_official_scrape,Imported from the supplied CSV/current official scrape file and normalized into relational tables.
71_broadway_apartments-015g,71_broadway_apartments,015G,Studio 1B,0,1,,,4197,,12 months,5/28/2026,See official Equity pricing page,1,1,whole_unit,,Whole studio,,,,,,,https://www.equityapartments.com/new-york-city/financial-district/71-broadway-apartments#/unit/001/015G,2026-05-28,provided_csv_or_prior_official_scrape,Imported from the supplied CSV/current official scrape file and normalized into relational tables.
71_broadway_apartments-017e,71_broadway_apartments,017E,Studio 1B,0,1,,,4314,,12 months,7/1/2026,See official Equity pricing page,1,1,whole_unit,,Whole studio,,,,,,,https://www.equityapartments.com/new-york-city/financial-district/71-broadway-apartments#/unit/001/017E,2026-05-28,provided_csv_or_prior_official_scrape,Imported from the supplied CSV/current official scrape file and normalized into relational tables.
777_6th_avenue_apartments-3b,777_6th_avenue_apartments,3B,Studio 1B,0,1,,,4697,,12 months,7/17/2026,See official Equity pricing page,1,1,whole_unit,,Whole studio,,,,,,,https://www.equityapartments.com/new-york-city/chelsea/777-6th-avenue-apartments#/unit/777/3B,2026-05-28,provided_csv_or_prior_official_scrape,Imported from the supplied CSV/current official scrape file and normalized into relational tables.
777_6th_avenue_apartments-4f,777_6th_avenue_apartments,4F,1B1B,1,1,,,5855,,12 months,5/28/2026,"$1,000 Security Deposit on Select Apartments!",1,2,whole_unit,,Bedroom 1,,,,,,,https://www.equityapartments.com/new-york-city/chelsea/777-6th-avenue-apartments#/unit/777/4F,2026-05-28,provided_csv_or_prior_official_scrape,Imported from the supplied CSV/current official scrape file and normalized into relational tables.
777_6th_avenue_apartments-9d,777_6th_avenue_apartments,9D,1B1B,1,1,,,5902,,12 months,7/22/2026,See official Equity pricing page,1,2,whole_unit,,Bedroom 1,,,,,,,https://www.equityapartments.com/new-york-city/chelsea/777-6th-avenue-apartments#/unit/777/9D,2026-05-28,provided_csv_or_prior_official_scrape,Imported from the supplied CSV/current official scrape file and normalized into relational tables.
777_6th_avenue_apartments-11g,777_6th_avenue_apartments,11G,1B1B,1,1,,,6011,,12 months,5/29/2026,"$1,000 Security Deposit on Select Apartments!",1,2,whole_unit,,Bedroom 1,,,,,,,https://www.equityapartments.com/new-york-city/chelsea/777-6th-avenue-apartments#/unit/777/11G,2026-05-28,provided_csv_or_prior_official_scrape,Imported from the supplied CSV/current official scrape file and normalized into relational tables.
777_6th_avenue_apartments-12e,777_6th_avenue_apartments,12E,1B1B,1,1,,,5918,,12 months,6/5/2026,"$1,000 Security Deposit on Select Apartments!",1,2,whole_unit,,Bedroom 1,,,,,,,https://www.equityapartments.com/new-york-city/chelsea/777-6th-avenue-apartments#/unit/777/12E,2026-05-28,provided_csv_or_prior_official_scrape,Imported from the supplied CSV/current official scrape file and normalized into relational tables.
777_6th_avenue_apartments-16f,777_6th_avenue_apartments,16F,1B1B,1,1,,,5958,,12 months,5/28/2026,"$1,000 Security Deposit on Select Apartments!",1,2,whole_unit,,Bedroom 1,,,,,,,https://www.equityapartments.com/new-york-city/chelsea/777-6th-avenue-apartments#/unit/777/16F,2026-05-28,provided_csv_or_prior_official_scrape,Imported from the supplied CSV/current official scrape file and normalized into relational tables.
777_6th_avenue_apartments-20b,777_6th_avenue_apartments,20B,Studio 1B,0,1,,,5018,,12 months,7/28/2026,See official Equity pricing page,1,1,whole_unit,,Whole studio,,,,,,,https://www.equityapartments.com/new-york-city/chelsea/777-6th-avenue-apartments#/unit/777/20B,2026-05-28,provided_csv_or_prior_official_scrape,Imported from the supplied CSV/current official scrape file and normalized into relational tables.
777_6th_avenue_apartments-26k,777_6th_avenue_apartments,26K,1B1B,1,1,,,6084,,12 months,7/11/2026,See official Equity pricing page,1,2,whole_unit,,Bedroom 1,,,,,,,https://www.equityapartments.com/new-york-city/chelsea/777-6th-avenue-apartments#/unit/777/26K,2026-05-28,provided_csv_or_prior_official_scrape,Imported from the supplied CSV/current official scrape file and normalized into relational tables.
777_6th_avenue_apartments-27a,777_6th_avenue_apartments,27A,Studio 1B,0,1,,,4930,,12 months,5/28/2026,See official Equity pricing page,1,1,whole_unit,,Whole studio,,,,,,,https://www.equityapartments.com/new-york-city/chelsea/777-6th-avenue-apartments#/unit/777/27A,2026-05-28,provided_csv_or_prior_official_scrape,Imported from the supplied CSV/current official scrape file and normalized into relational tables.
777_6th_avenue_apartments-28a,777_6th_avenue_apartments,28A,Studio 1B,0,1,,,4930,,12 months,5/28/2026,See official Equity pricing page,1,1,whole_unit,,Whole studio,,,,,,,https://www.equityapartments.com/new-york-city/chelsea/777-6th-avenue-apartments#/unit/777/28A,2026-05-28,provided_csv_or_prior_official_scrape,Imported from the supplied CSV/current official scrape file and normalized into relational tables.
777_6th_avenue_apartments-28g,777_6th_avenue_apartments,28G,1B1B,1,1,,,6401,,12 months,6/5/2026,"$1,000 Security Deposit on Select Apartments!",1,2,whole_unit,,Bedroom 1,,,,,,,https://www.equityapartments.com/new-york-city/chelsea/777-6th-avenue-apartments#/unit/777/28G,2026-05-28,provided_csv_or_prior_official_scrape,Imported from the supplied CSV/current official scrape file and normalized into relational tables.
777_6th_avenue_apartments-29h,777_6th_avenue_apartments,29H,1B1B,1,1,,,6529,,12 months,5/28/2026,"$1,000 Security Deposit on Select Apartments!",1,2,whole_unit,,Bedroom 1,,,,,,,https://www.equityapartments.com/new-york-city/chelsea/777-6th-avenue-apartments#/unit/777/29H,2026-05-28,provided_csv_or_prior_official_scrape,Imported from the supplied CSV/current official scrape file and normalized into relational tables.
777_6th_avenue_apartments-29j,777_6th_avenue_apartments,29J,Studio 1B,0,1,,,5251,,12 months,8/1/2026,See official Equity pricing page,1,1,whole_unit,,Whole studio,,,,,,,https://www.equityapartments.com/new-york-city/chelsea/777-6th-avenue-apartments#/unit/777/29J,2026-05-28,provided_csv_or_prior_official_scrape,Imported from the supplied CSV/current official scrape file and normalized into relational tables.
777_6th_avenue_apartments-30h,777_6th_avenue_apartments,30H,1B1B,1,1,,,6555,,12 months,5/28/2026,"$1,000 Security Deposit on Select Apartments!",1,2,whole_unit,,Bedroom 1,,,,,,,https://www.equityapartments.com/new-york-city/chelsea/777-6th-avenue-apartments#/unit/777/30H,2026-05-28,provided_csv_or_prior_official_scrape,Imported from the supplied CSV/current official scrape file and normalized into relational tables.
